Index,Último,,,,,,,,,,,,,,,
664,26.37,,,,,,,,,,,,,,,
665,26.79,,,,,,,,,,,,,,,
666,26.6,,,,,,,,,,,,,,,
667,26.94,,,,,,,,,,,,,,,
668,26.2,,,,,,,,,,,,,,,
669,25.62,,,,,,,,,,,,,,,
670,25.75,,,,,,,,,,,,,,,
671,26.07,,,,,,,,,,,,,,,
672,25.71,,,,,,,,,,,,,,,
673,24.52,,,,,,,,,,,,,,,
674,24.79,,,,,,,,,,,,,,,
675,25.78,,,,,,,,,,,,,,,
676,25.62,,,,,,,,,,,,,,,
677,26.05,,,,,,,,,,,,,,,
678,25.93,,,,,,,,,,,,,,,
679,26.72,,,,,,,,,,,,,,,
680,26.8,,,,,,,,,,,,,,,
681,26.7,,,,,,,,,,,,,,,
682,26.74,,,,,,,,,,,,,,,
683,26.85,,,,,,,,,,,,,,,
684,26.44,,,,,,,,,,,,,,,
685,25.76,,,,,,,,,,,,,,,
686,26.55,,,,,,,,,,,,,,,
687,25.97,,,,,,,,,,,,,,,
688,26.15,,,,,,,,,,,,,,,
689,25.24,,,,,,,,,,,,,,,
690,25.3,,,,,,,,,,,,,,,
691,24.64,,,,,,,,,,,,,,,
692,25.7,,,,,,,,,,,,,,,
693,25.96,,,,,,,,,,,,,,,
694,25.1,,,,,,,,,,,,,,,
695,25.42,,,,,,,,,,,,,,,
696,25.31,,,,,,,,,,,,,,,
697,24.98,,,,,,,,,,,,,,,
698,24.19,,,,,,,,,,,,,,,
699,23.76,,,,,,,,,,,,,,,
700,23.34,,,,,,,,,,,,,,,
701,23.26,,,,,,,,,,,,,,,
702,23.51,,,,,,,,,,,,,,,
703,22.93,,,,,,,,,,,,,,,
704,23.4,,,,,,,,,,,,,,,
705,23.33,,,,,,,,,,,,,,,
706,22.8,,,,,,,,,,,,,,,
707,22.79,,,,,,,,,,,,,,,
708,23.18,,,,,,,,,,,,,,,
709,23.59,,,,,,,,,,,,,,,
710,23.9,,,,,,,,,,,,,,,
711,23.97,,,,,,,,,,,,,,,
712,23.45,,,,,,,,,,,,,,,
713,24.49,,,,,,,,,,,,,,,
714,24.27,,,,,,,,,,,,,,,
715,24.35,,,,,,,,,,,,,,,
716,24,,,,,,,,,,,,,,,
717,24.51,,,,,,,,,,,,,,,
718,25.66,,,,,,,,,,,,,,,
719,25.85,,,,,,,,,,,,,,,
720,26.03,,,,,,,,,,,,,,,
721,26.3,,,,,,,,,,,,,,,
722,26.71,,,,,,,,,,,,,,,
723,27.39,,,,,,,,,,,,,,,
724,26.51,,,,,,,,,,,,,,,
725,26.69,,,,,,,,,,,,,,,
726,27.2,,,,,,,,,,,,,,,
727,27.09,,,,,,,,,,,,,,,
728,26.75,,,,,,,,,,,,,,,
729,26.1,,,,,,,,,,,,,,,
730,23.7,,,,,,,,,,,,,,,
731,22.74,,,,,,,,,,,,,,,
732,22.66,,,,,,,,,,,,,,,
733,23.02,,,,,,,,,,,,,,,
734,24,,,,,,,,,,,,,,,
735,24.09,,,,,,,,,,,,,,,
736,24.51,,,,,,,,,,,,,,,
737,24.59,,,,,,,,,,,,,,,
738,24.53,,,,,,,,,,,,,,,
739,25.43,,,,,,,,,,,,,,,
740,26.25,,,,,,,,,,,,,,,
741,25.66,,,,,,,,,,,,,,,
742,26.3,,,,,,,,,,,,,,,
743,25.66,,,,,,,,,,,,,,,
744,25.81,,,,,,,,,,,,,,,
745,25.92,,,,,,,,,,,,,,,
746,25.62,,,,,,,,,,,,,,,
747,26.25,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,249.3333333
